Scenario,fault,faultinf,Patient,init_bg,alert,alert_num,hazard_num,sub_TN,sub_FN,sub_TP,sub_FP,T1,T2,T3,Latency(T2-T1),Reaction time(T3-t2),mttf(T3-T1),Iteration_number
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientH,140,N/A,0,0,116,0,0,0,130.0,N/A,N/A,N/A,N/A,N/A,117
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientH,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,187,0,0,9,130.0,29.0,N/A,invalid,N/A,N/A,197
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientH,120,N/A,0,23,176,23,0,0,130.0,N/A,156.0,N/A,N/A,26.0,200
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientH,160,N/A,0,19,180,19,0,0,130.0,N/A,158.0,N/A,N/A,28.0,200
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientH,80,N/A,0,0,101,0,0,0,130.0,N/A,N/A,N/A,N/A,N/A,102
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,280,row_37||row_37||row_37,3,0,192,0,0,3,130.0,142.0,N/A,12.0,N/A,N/A,196
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,200,row_37||row_37||row_37,3,0,196,0,0,3,130.0,142.0,N/A,12.0,N/A,N/A,200
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,260,row_37||row_37||row_37,3,0,196,0,0,3,130.0,142.0,N/A,12.0,N/A,N/A,200
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,240,row_37||row_37||row_37,3,0,195,0,0,3,130.0,141.0,N/A,11.0,N/A,N/A,199
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,160,row_37||row_37||row_37,3,0,167,0,0,3,130.0,142.0,N/A,12.0,N/A,N/A,171
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,80,row_37||row_37||row_37,3,0,196,0,0,3,130.0,142.0,N/A,12.0,N/A,N/A,200
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,140,row_37||row_37||row_37,3,0,196,0,0,3,130.0,142.0,N/A,12.0,N/A,N/A,200
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,180,row_37||row_37||row_37,3,0,195,0,0,3,130.0,141.0,N/A,11.0,N/A,N/A,199
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,220,row_37||row_37||row_37,3,0,194,0,0,3,130.0,142.0,N/A,12.0,N/A,N/A,198
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,320,row_37||row_37||row_37,3,0,196,0,0,3,130.0,142.0,N/A,12.0,N/A,N/A,200
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,300,row_37||row_37||row_37,3,0,195,0,0,3,130.0,141.0,N/A,11.0,N/A,N/A,199
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,100,N/A,0,7,103,7,0,0,130.0,N/A,68.0,N/A,N/A,invalid,111
6,5,if _>=130 and _<142:||data_to_prepend["glucose"]=str(257),patientA,120,row_1||row_37||row_37||row_37,4,0,195,0,0,4,130.0,9.0,N/A,invalid,N/A,N/A,200
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_31||row_31||row_31||row_32||row_32||row_31||row_34,15,0,184,0,0,15,111.0,24.0,N/A,invalid,N/A,N/A,200
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_31||row_31||row_31||row_32||row_31||row_31,14,0,185,0,0,14,111.0,28.0,N/A,invalid,N/A,N/A,200
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_31||row_31||row_31||row_31||row_31||row_32||row_32||row_38,17,0,181,0,0,17,111.0,29.0,N/A,invalid,N/A,N/A,199
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,240,N/A,0,0,6,0,0,0,111.0,N/A,N/A,N/A,N/A,N/A,7
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,180,row_37||row_37||row_37||row_37||row_37||row_37||row_31||row_31||row_31||row_31||row_31||row_32,12,0,187,0,0,12,111.0,24.0,N/A,invalid,N/A,N/A,200
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_31||row_31||row_32||row_31,13,0,186,0,0,13,111.0,27.0,N/A,invalid,N/A,N/A,200
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,100,row_31||row_31||row_33||row_31||row_31||row_31,6,7,185,7,0,6,111.0,36.0,149.0,invalid,113.0,38.0,199
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,220,N/A,0,0,5,0,0,0,111.0,N/A,N/A,N/A,N/A,N/A,6
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,140,N/A,0,0,96,0,0,0,111.0,N/A,N/A,N/A,N/A,N/A,97
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,89,0,0,9,111.0,29.0,N/A,invalid,N/A,N/A,99
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,120,row_31||row_31||row_31||row_31||row_32||row_31,6,12,181,12,0,6,111.0,115.0,147.0,4.0,32.0,36.0,200
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,160,row_31||row_31||row_31||row_31||row_31,5,0,193,0,0,5,111.0,114.0,N/A,3.0,N/A,N/A,199
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientH,80,N/A,0,0,97,0,0,0,111.0,N/A,N/A,N/A,N/A,N/A,98
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,280,N/A,0,0,7,0,0,0,111.0,N/A,N/A,N/A,N/A,N/A,8
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,200,row_37||row_37||row_37,3,0,195,0,0,3,111.0,110.0,N/A,invalid,N/A,N/A,199
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,260,N/A,0,0,8,0,0,0,111.0,N/A,N/A,N/A,N/A,N/A,9
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,240,row_37||row_37||row_37,3,0,158,0,0,3,111.0,111.0,N/A,0.0,N/A,N/A,162
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,160,row_37||row_37||row_37,3,0,196,0,0,3,111.0,111.0,N/A,0.0,N/A,N/A,200
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,80,row_37||row_37||row_37,3,0,196,0,0,3,111.0,111.0,N/A,0.0,N/A,N/A,200
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,140,row_37||row_37||row_37,3,0,195,0,0,3,111.0,110.0,N/A,invalid,N/A,N/A,199
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,180,row_37||row_37||row_37,3,0,135,0,0,3,111.0,111.0,N/A,0.0,N/A,N/A,139
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,220,row_37||row_37,2,0,197,0,0,2,111.0,111.0,N/A,0.0,N/A,N/A,200
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,320,row_37||row_37,2,0,197,0,0,2,111.0,111.0,N/A,0.0,N/A,N/A,200
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,300,row_37,1,0,198,0,0,1,111.0,111.0,N/A,0.0,N/A,N/A,200
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,100,row_37||row_37||row_37,3,4,192,4,0,3,111.0,111.0,69.0,0.0,-42.0,invalid,200
6,1,if _>=111 and _<136:||data_to_prepend["glucose"]=str(130),patientA,120,row_37||row_37,2,0,172,0,0,2,111.0,111.0,N/A,0.0,N/A,N/A,175
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,200,row_37||row_37,2,0,29,0,0,2,113.0,24.0,N/A,invalid,N/A,N/A,32
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_31||row_31||row_31||row_31||row_31||row_31||row_31||row_32||row_32||row_32||row_38||row_38||row_38||row_38||row_38||row_38,24,37,141,34,3,21,113.0,28.0,145.0,invalid,117.0,32.0,200
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,110,0,0,9,113.0,29.0,N/A,invalid,N/A,N/A,120
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_31||row_31||row_31||row_31||row_31||row_32||row_32||row_32||row_32||row_38||row_38||row_38||row_38||row_38||row_38,24,39,141,34,5,19,113.0,25.0,144.0,invalid,119.0,31.0,200
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,180,row_37||row_37||row_37||row_31||row_31||row_31||row_31||row_31||row_31||row_32||row_32||row_31||row_38||row_38||row_38||row_38||row_38||row_38,18,46,143,38,8,10,113.0,27.0,140.0,invalid,113.0,27.0,200
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,97,0,0,9,113.0,27.0,N/A,invalid,N/A,N/A,107
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,100,N/A,0,0,9,0,0,0,113.0,N/A,N/A,N/A,N/A,N/A,10
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_31||row_31||row_31||row_31||row_31||row_31||row_31||row_32||row_32||row_32||row_38||row_38||row_38||row_38||row_38||row_38,24,43,137,37,6,18,113.0,25.0,141.0,invalid,116.0,28.0,199
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,140,row_31||row_31||row_31||row_31||row_31||row_32||row_31||row_32||row_38||row_38||row_38||row_38||row_38||row_38,14,49,144,41,8,6,113.0,121.0,138.0,8.0,17.0,25.0,200
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_31||row_31||row_31||row_31||row_31||row_32||row_32||row_32||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,25,35,142,32,3,22,113.0,29.0,146.0,invalid,117.0,33.0,200
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,120,N/A,0,0,10,0,0,0,113.0,N/A,N/A,N/A,N/A,N/A,11
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,160,row_31||row_31||row_31||row_31||row_31||row_32||row_32||row_32||row_32||row_38||row_38||row_38||row_38||row_38||row_38,15,47,145,39,8,7,113.0,122.0,139.0,9.0,17.0,26.0,200
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientH,80,N/A,0,0,3,0,0,0,113.0,N/A,N/A,N/A,N/A,N/A,4
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,280,row_37||row_37||row_37,3,0,195,0,0,3,113.0,145.0,N/A,32.0,N/A,N/A,199
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,200,N/A,0,0,49,0,0,0,113.0,N/A,N/A,N/A,N/A,N/A,50
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,260,row_37||row_37||row_37,3,0,145,0,0,3,113.0,146.0,N/A,33.0,N/A,N/A,149
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,240,row_37||row_37||row_37,3,0,196,0,0,3,113.0,146.0,N/A,33.0,N/A,N/A,200
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,160,row_37||row_37||row_37,3,0,196,0,0,3,113.0,146.0,N/A,33.0,N/A,N/A,200
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,80,row_37||row_37||row_37,3,0,196,0,0,3,113.0,146.0,N/A,33.0,N/A,N/A,200
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,140,row_37,1,0,69,0,0,1,113.0,70.0,N/A,invalid,N/A,N/A,71
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,180,row_37||row_37||row_37,3,0,196,0,0,3,113.0,146.0,N/A,33.0,N/A,N/A,200
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,220,row_37||row_37||row_37,3,0,195,0,0,3,113.0,145.0,N/A,32.0,N/A,N/A,199
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,320,row_37||row_37||row_37,3,0,196,0,0,3,113.0,146.0,N/A,33.0,N/A,N/A,200
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,300,row_37||row_37||row_37,3,0,196,0,0,3,113.0,146.0,N/A,33.0,N/A,N/A,200
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,100,row_37||row_37||row_37,3,7,149,7,0,3,113.0,146.0,68.0,33.0,-78.0,invalid,160
6,3,if _>=113 and _<146:||data_to_prepend["glucose"]=str(180),patientA,120,N/A,0,0,70,0,0,0,113.0,N/A,N/A,N/A,N/A,N/A,71
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_28||row_28||row_28||row_32||row_31||row_32||row_32||row_32||row_32||row_32||row_32||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,85,97,84,30,67,18,57.0,24.0,88.0,invalid,64.0,31.0,200
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_28||row_28||row_28||row_31||row_32||row_31||row_32||row_32||row_32||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,86,86,87,26,60,26,57.0,28.0,97.0,invalid,69.0,40.0,200
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_28||row_28||row_28||row_32||row_32||row_31||row_31||row_32||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,84,80,89,25,55,29,57.0,29.0,100.0,invalid,71.0,43.0,199
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_28||row_28||row_28||row_32||row_31||row_31||row_32||row_32||row_31||row_32||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,79,59,67,2,57,22,57.0,26.0,92.0,invalid,66.0,35.0,149
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,180,row_37||row_37||row_37||row_37||row_28||row_28||row_31||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,75,100,84,39,61,14,57.0,26.0,85.0,invalid,59.0,28.0,199
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_28||row_28||row_28||row_32||row_31||row_32||row_31||row_32||row_32||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,71,78,94,34,44,27,57.0,27.0,96.0,invalid,69.0,39.0,200
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,100,row_31||row_32||row_32||row_31||row_32||row_32||row_32||row_32||row_32||row_32||row_31||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,81,109,82,35,74,7,57.0,36.0,77.0,invalid,41.0,20.0,199
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_28||row_28||row_28||row_32||row_31||row_32||row_31||row_32||row_31||row_32||row_38||row_38||row_38||row_38||row_38,23,0,68,0,0,23,57.0,25.0,N/A,invalid,N/A,N/A,92
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,140,row_28||row_33||row_31||row_32||row_32||row_32||row_31||row_32||row_31||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,69,69,70,6,63,6,57.0,65.0,79.0,8.0,14.0,22.0,146
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_28||row_28||row_28||row_31||row_32||row_31||row_32||row_32||row_32||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,35,0,67,0,0,35,57.0,29.0,N/A,invalid,N/A,N/A,103
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,120,row_30||row_32||row_31||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_31||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,78,108,85,36,72,6,57.0,65.0,79.0,8.0,14.0,22.0,200
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,160,row_28||row_28||row_31||row_32||row_32||row_31||row_31||row_32||row_32||row_32||row_38||row_38||row_38||row_38||row_38||row_38,16,11,71,2,9,7,57.0,64.0,81.0,7.0,17.0,24.0,90
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientH,80,row_32||row_31||row_31||row_32||row_32||row_32||row_31||row_32||row_32||row_32||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,34,31,72,4,27,7,57.0,65.0,82.0,8.0,17.0,25.0,111
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,280,row_37||row_37||row_37,3,0,192,0,0,3,57.0,153.0,N/A,96.0,N/A,N/A,196
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,200,row_37,1,0,14,0,0,1,57.0,15.0,N/A,invalid,N/A,N/A,16
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,260,N/A,0,0,16,0,0,0,57.0,N/A,N/A,N/A,N/A,N/A,17
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,240,row_37||row_37||row_37,3,0,196,0,0,3,57.0,154.0,N/A,97.0,N/A,N/A,200
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,160,N/A,0,0,133,0,0,0,57.0,N/A,N/A,N/A,N/A,N/A,134
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,80,row_37||row_37||row_37,3,0,196,0,0,3,57.0,154.0,N/A,97.0,N/A,N/A,200
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,140,row_37||row_37||row_37,3,0,196,0,0,3,57.0,154.0,N/A,97.0,N/A,N/A,200
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,180,N/A,0,0,15,0,0,0,57.0,N/A,N/A,N/A,N/A,N/A,16
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,220,row_37||row_37||row_37,3,0,196,0,0,3,57.0,154.0,N/A,97.0,N/A,N/A,200
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,320,row_37||row_37||row_37,3,0,196,0,0,3,57.0,154.0,N/A,97.0,N/A,N/A,200
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,300,row_37||row_37||row_37||row_37,4,0,187,0,0,4,57.0,153.0,N/A,96.0,N/A,N/A,192
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,100,N/A,0,0,119,0,0,0,57.0,N/A,N/A,N/A,N/A,N/A,120
6,2,if _>=57 and _<154:||data_to_prepend["glucose"]=str(167),patientA,120,row_1||row_37||row_37||row_37,4,0,195,0,0,4,57.0,9.0,N/A,invalid,N/A,N/A,200
6,6,if _>=52 and _<177:||data_to_prepend["glucose"]=str(282),patientH,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_32||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,47,99,68,61,38,9,52.0,24.0,80.0,invalid,56.0,28.0,177
6,6,if _>=52 and _<177:||data_to_prepend["glucose"]=str(282),patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,26,37,72,22,15,11,52.0,28.0,86.0,invalid,58.0,34.0,121
6,6,if _>=52 and _<177:||data_to_prepend["glucose"]=str(282),patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,47,91,72,57,34,13,52.0,29.0,88.0,invalid,59.0,36.0,177
6,6,if _>=52 and _<177:||data_to_prepend["glucose"]=str(282),patientH,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,47,96,70,58,38,9,52.0,26.0,82.0,invalid,56.0,30.0,176
6,6,if _>=52 and _<177:||data_to_prepend["glucose"]=str(282),patientH,180,row_37||row_37||row_37||row_37||row_37||row_37||row_32||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38||row_38,45,101,69,62,39,6,52.0,24.0,78.0,invalid,54.0,26.0,177
